"responseid","interview_start","interview_end","internal_job","id","vend","vd","mode","state","zipcode","dmacode","dmaname","prizmne","age","ppinhh","weightbystate","marital_status","number_in_household","children_under_18_in_household","Level_of_Education","Level_of_Income","gender","Ethnicity","question_1","Question_2","Question_3","TRIP_ONE","TRIP_TWO","TRIP_THREE","TRIP_FOUR","TRIP_FIVE","TRIP_SIX","number_of_nights_trip_1","month_trip_1","main_reason_trip_1","question_6","Question_7","question_8","Question_9","Question_10","question_12_UNITED","question_13","question_14","question_15","question_16","Question_17","Question_18","Question_19_UNITED","Question_20","Question_21"
596,"11/20/2015 10:21:42","11/20/2015 10:32:10",1269101,"1307811999",1,1,2,"IA","50014",679,"Des Moines-Ames, IA","35",26,2,0.43243,"Married",0,0,"College Graduate","4) $75,000 but less than $100,000","Female","caucasian/white","Iowa, and Nebraska, and North Dakota, and South Dakota, and Wisconsin","Iowa, and Nebraska, and North Dakota, and South Dakota, and Wisconsin","Very Likely, and Somewhat Likely, and Not Likely, and Very Likely, and Not Likely, and Somewhat Likely, and Somewhat Likely, and Not Likely","August, 1, FAMILY","","","","","",1,"August","FAMILY","I was ultimately headed somewhere else but included a visit to South Dakota","Nevada","Less Than 1 Month In Advance","Used Internet","Drove via car, van, truck, or SUV",2,"Other Family","Hotel, motel, inn, lodge, b&b, or resort","","","Glacial Lakes","Sisseton, and Brookings, and 0","Very Good","150, and 25, and 0, and 0, and 0, and 75, and 45","You've done it, but it was over a year ago, and You have never done it and probably never will, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You have NOT done it, but would like to try sometime"
3836,"11/25/2015 12:08:32","11/25/2015 12:24:28",1269101,"EPOD2Y4J63L9KDZ485",2,2,1,"IA","51052",624,"Sioux City, IA","37",53,2,0.43243,"Married",4,0,"Some High School or Less","3) $50,000 but less than $75,000","Male","caucasian/white","Nebraska, and South Dakota","Nebraska, and South Dakota","Very Likely, and Somewhat Likely, and Not Likely, and Very Likely, and Not Likely, and Very Likely, and Somewhat Likely, and Not Likely","August, 1, FAMILY","","","","","",1,"August","FAMILY","South Dakota Was My Only Destination","","At Least 2 Months In Advance","Used Internet","Drove via car, van, truck, or SUV",2,"Spouse/Significant Other","Hotel, motel, inn, lodge, b&b, or resort","Arts and Culture","Arts and Culture, and 0","Southeast SD","","Very Good","150, and 45, and 0, and 0, and 0, and 30, and 100","You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and Occasionally when you have an opportunity, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and Occasionally when you have an opportunity, and Occasionally when you have an opportunity, and Occasionally when you have an opportunity"
2072,"11/24/2015 7:14:01","11/24/2015 7:21:02",1269101,"1235604892",1,1,1,"IA","50453",611,"Rochester-Mason City-Austin, MN-IA","28",56,2,0.43243,"Married",4,0,"Some College/Technical School","4) $75,000 but less than $100,000","Female","caucasian/white","Iowa, and Minnesota, and South Dakota, and Wisconsin","Iowa, and Minnesota, and South Dakota, and Wisconsin","Very Likely, and Very Likely, and Somewhat Likely, and Somewhat Likely, and Somewhat Likely, and Very Likely, and Very Likely, and Somewhat Likely","July, 1, FAMILY","","","","","",1,"July","FAMILY","South Dakota Was My Only Destination","","Less Than 1 Month In Advance","Talked to Friends and Family, and Used Internet","Drove via car, van, truck, or SUV",2,"Spouse/Significant Other","Hotel, motel, inn, lodge, b&b, or resort","Other, and shopping","Other, and 0","Southeast SD","","Very Good","80, and 45, and 0, and 75, and 0, and 35, and 0","Occasionally when you have an opportunity, and You have never done it and probably never will, and Often, and You've done it, but it was over a year ago, and You have never done it and probably never will, and Often, and Occasionally when you have an opportunity, and You have never done it and probably never will"
3733,"11/25/2015 6:37:23","11/25/2015 6:44:35",1269101,"1235604892",1,1,1,"IA","50453",611,"Rochester-Mason City-Austin, MN-IA","28",56,2,0.43243,"Married",4,0,"Some College/Technical School","4) $75,000 but less than $100,000","Female","caucasian/white","Iowa, and Minnesota, and South Dakota, and Wisconsin","Iowa, and Minnesota, and South Dakota, and Wisconsin","Very Likely, and Very Likely, and Somewhat Likely, and Somewhat Likely, and Somewhat Likely, and Very Likely, and Very Likely, and Somewhat Likely","July, 1, FAMILY","","","","","",1,"July","FAMILY","South Dakota Was My Only Destination","","Less Than 1 Month In Advance","Talked to Friends and Family, and Used Internet","Drove via car, van, truck, or SUV",2,"Spouse/Significant Other","Hotel, motel, inn, lodge, b&b, or resort","Events/Entertainment, and Other, and shopping","Events/Entertainment, and 0","Southeast SD","","Excellent","90, and 75, and 0, and 50, and 0, and 50, and 0","Occasionally when you have an opportunity, and You have never done it and probably never will, and Often, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and Often, and Occasionally when you have an opportunity, and You have never done it and probably never will"
4537,"12/2/2015 16:39:15","12/2/2015 16:50:13",1269101,"EPOCCLRXVKY7BG8487",2,2,1,"IA","52302",637,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA","30",71,2,0.43243,"Married",6,0,"College Graduate","4) $75,000 but less than $100,000","Male","caucasian/white","South Dakota","","Very Likely, and Not Likely, and Somewhat Likely, and Not Likely, and Not Likely, and Not Likely, and Not Likely, and Not Likely","October, 1, FAMILY","","","","","",1,"October","FAMILY","South Dakota Was My Only Destination","","Less Than 1 Month In Advance","Used Internet","Drove via car, van, truck, or SUV",2,"Spouse/Significant Other","Hotel, motel, inn, lodge, b&b, or resort","Wildlife Viewing, and Scenic Byways/Drives","1","Glacial Lakes","Watertown, and Sioux Falls, and Yankton, and Vermillion, and Great Plains Zoo, and Corn Palace, and Palisades State Park, and Music Museum, and Prehistoric Indian Village, and Lewis and Clark Rec Area, and Falls Park, and Sioux Falls Two, and Other, and 1","Good","75, and 50, and 0, and 37000, and 0, and 65, and 0","You've done it, but it was over a year ago, and Occasionally when you have an opportunity, and You've done it, but it was over a year ago, and Occasionally when you have an opportunity, and Occasionally when you have an opportunity, and Occasionally when you have an opportunity, and Occasionally when you have an opportunity, and Occasionally when you have an opportunity"
4539,"12/2/2015 16:50:27","12/2/2015 16:56:37",1269101,NA,NA,NA,1,"IA","52302",637,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA","30",71,2,0.43243,"Married",7,0,"College Graduate","4) $75,000 but less than $100,000","Male","caucasian/white","South Dakota","","Very Likely, and Not Likely, and Somewhat Likely, and Not Likely, and Not Likely, and Not Likely, and Not Likely, and Not Likely","October, 1, FAMILY","","","","","",1,"October","FAMILY","South Dakota Was My Only Destination","","Less Than 1 Month In Advance","Used Internet","Drove via car, van, truck, or SUV",2,"Spouse/Significant Other","Hotel, motel, inn, lodge, b&b, or resort","Wildlife Viewing, and Scenic Byways/Drives","1","Glacial Lakes","Watertown, and Sioux Falls, and Yankton, and Vermillion, and Great Plains Zoo, and Corn Palace, and Palisades State Park, and Music Museum, and Prehistoric Indian Village, and Lewis and Clark Rec Area, and Falls Park, and Sioux Falls Two, and Other, and 1","Good","75, and 50, and 0, and 0, and 0, and 65, and 0","You've done it, but it was over a year ago, and Occasionally when you have an opportunity, and You've done it, but it was over a year ago, and Occasionally when you have an opportunity, and Occasionally when you have an opportunity, and Occasionally when you have an opportunity, and Occasionally when you have an opportunity, and Occasionally when you have an opportunity"
6301,"12/7/2015 15:03:25","12/7/2015 15:19:21",1269101,"EPOCCLRXVKY7BG8487",2,2,1,"IA","52302",637,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA","30",71,2,0.43243,"Married",6,0,"College Graduate","4) $75,000 but less than $100,000","Male","caucasian/white","South Dakota","","Somewhat Likely, and Not Likely, and Very Likely, and Not Likely, and Not Likely, and Not Likely, and Somewhat Likely, and Not Likely","October, 1, FAMILY","","","","","",1,"October","FAMILY","South Dakota Was My Only Destination","","Less Than 1 Month In Advance","Used Internet","Drove via car, van, truck, or SUV",2,"Spouse/Significant Other","Hotel, motel, inn, lodge, b&b, or resort","Scenic Byways/Drives","1","Glacial Lakes","Watertown, and Sioux Falls, and Yankton, and Vermillion, and Great Plains Zoo, and Corn Palace, and Palisades State Park, and Music Museum, and Prehistoric Indian Village, and Lewis and Clark Rec Area, and Falls Park, and Sioux Falls Two, and Other, and 1","Good","75, and 50, and 0, and 0, and 0, and 65, and 0","You've done it, but it was over a year ago, and Occasionally when you have an opportunity, and You've done it, but it was over a year ago, and Often, and Occasionally when you have an opportunity, and Occasionally when you have an opportunity, and Occasionally when you have an opportunity, and Occasionally when you have an opportunity"
3771,"11/25/2015 11:16:10","11/25/2015 11:26:30",1269101,"EPOD2WZNN6FK6K4484",2,2,1,"IA","52052",637,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA","38",62,2,0.43243,"Married",7,0,"Some College/Technical School","3) $50,000 but less than $75,000","Male","caucasian/white","Nebraska, and South Dakota, and Wisconsin, and Wyoming","Wyoming","Very Likely, and Not Likely, and Very Likely, and Very Likely, and Not Likely, and Somewhat Likely, and Very Likely, and Somewhat Likely","October, 1, FAMILY","","","","","",1,"October","FAMILY","South Dakota was one of several places I decided to visit on this trip","California, and Illinois, and Mississippi, and Montana, and South Carolina, and Wyoming","6 Months Or More In Advance","Used Internet","Drove via car, van, truck, or SUV",2,"Spouse/Significant Other","Hotel, motel, inn, lodge, b&b, or resort","National/State Parks, and Events/Entertainment, and Wildlife Viewing, and Outdoor Recreation, and Scenic Byways/Drives","National/State Parks, and Wildlife Viewing, and Scenic Byways/Drives, and 0","Black Hills","Rapid City, and Badlands, and Custer, and Mount Rushmore, and Crazy Horse, and Wall Drug","Very Good","150, and 85, and 65, and 100, and 0, and 45, and 0","Often, and Every Chance You Get, and Every Chance You Get, and Occasionally when you have an opportunity, and Occasionally when you have an opportunity, and Every Chance You Get, and Every Chance You Get, and You've done it, but it was over a year ago"
1154,"11/23/2015 18:03:07","11/23/2015 18:10:52",1269101,"EPOCZJ5P7HB56BV484",2,2,1,"IA","51106",624,"Sioux City, IA","41",58,2,0.43243,"Married",2,0,"Some College/Technical School","4) $75,000 but less than $100,000","Female","caucasian/white","Iowa, and Minnesota, and Nebraska, and South Dakota, and Wisconsin","Minnesota, and Wisconsin","Somewhat Likely, and Not Likely, and Not Likely, and Somewhat Likely, and Not Likely, and Somewhat Likely, and Not Likely, and Not Likely","September, 1, FAMILY","","","","","",1,"September","FAMILY","South Dakota Was My Only Destination","","At Least 1 Month In Advance","Used Online Review Site Such As TripAdvisor or Yelp","Drove via car, van, truck, or SUV",2,"Spouse/Significant Other","Hotel, motel, inn, lodge, b&b, or resort","History/Old West, and Events/Entertainment, and Culinary/Brewery/Wine, and Scenic Byways/Drives","History/Old West, and Culinary/Brewery/Wine, and 0","Black Hills","Rapid City, and Hill City, and Deadwood, and Badlands, and Mount Rushmore, and Harney Peak","Very Good","300, and 250, and 0, and 25, and 0, and 200, and 0","You've done it, but it was over a year ago, and You have never done it and probably never will, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and Occasionally when you have an opportunity, and You've done it, but it was over a year ago, and Occasionally when you have an opportunity, and You have never done it and probably never will"
1268,"11/23/2015 18:59:24","11/23/2015 19:10:50",1269101,"EPOCZJR5HBMDZS7486",2,2,1,"MT","59840",762,"Missoula, MT","55",78,2,0.39938,"Married",6,0,"College Graduate","3) $50,000 but less than $75,000","Male","caucasian/white","Iowa, and Montana, and South Dakota, and Wyoming","Iowa, and Montana","Very Likely, and Somewhat Likely, and Very Likely, and Somewhat Likely, and Not Likely, and Very Likely, and Not Likely, and Very Likely","September, 1, FAMILY","September, 1, FAMILY","","","","",1,"September","FAMILY","I was ultimately headed somewhere else but included a visit to South Dakota","Illinois, and Mississippi, and South Carolina, and Wyoming","At Least 3 Months In Advance","Used Internet","Drove via car, van, truck, or SUV",2,"Spouse/Significant Other","Hotel, motel, inn, lodge, b&b, or resort","Scenic Byways/Drives","1","Black Hills, and Missouri River, and Glacial Lakes, and Southeast SD","Rapid City, and Wall Drug, and Sturgis Rally, and Missouri River, and Laura Ingalls Wilder, and 0","Very Good","100, and 50, and 0, and 0, and 0, and 50, and 0","Every Chance You Get, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and Every Chance You Get, and Occasionally when you have an opportunity, and Occasionally when you have an opportunity, and Every Chance You Get, and Often"
4795,"12/4/2015 13:15:26","12/4/2015 13:25:30",1269101,"1211822386",1,1,1,"MT","59937",762,"Missoula, MT","23",65,2,0.39938,"Married",4,0,"Some College/Technical School","6) $150,000 or more","Male","caucasian/white","Montana, and North Dakota, and South Dakota, and Wisconsin, and Wyoming","Montana","Somewhat Likely, and Somewhat Likely, and Very Likely, and Not Likely, and Somewhat Likely, and Somewhat Likely, and Somewhat Likely, and Somewhat Likely","December, 1, FRIENDS","","","","","",1,"December","FRIENDS","I was ultimately headed somewhere else but included a visit to South Dakota","Iowa, and Mississippi, and South Carolina","Less Than 1 Month In Advance","Used Online Travel Agency Such As Expedia or Orbitz","Drove via car, van, truck, or SUV",1,"","Hotel, motel, inn, lodge, b&b, or resort","Scenic Byways/Drives","0","Southeast SD","","Very Good","125, and 20, and 0, and 0, and 0, and 75, and 0","Often, and You've done it, but it was over a year ago, and Often, and Often, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and Often, and You've done it, but it was over a year ago"
5145,"12/4/2015 19:20:45","12/4/2015 19:33:30",1269101,"1131960501",1,1,1,"MT","59714",754,"Butte-Bozeman, MT","32",70,1,0.39938,"Single/never married",0,NA,"Some College/Technical School","1) Less than $35,000","Male","caucasian/white","Montana, and Nebraska, and South Dakota, and Wyoming","","Not Likely, and Not Likely, and Very Likely, and Somewhat Likely, and Not Likely, and Somewhat Likely, and Not Likely, and Somewhat Likely","July, 1, FRIENDS","","","","","",1,"July","FRIENDS","I was ultimately headed somewhere else but included a visit to South Dakota","California, and Mississippi, and Montana, and Wyoming","Less Than 1 Month In Advance","Used Internet","Drove via car, van, truck, or SUV",1,"","Hotel, motel, inn, lodge, b&b, or resort","Other, and driving thru","Other, and 0","Black Hills, and Missouri River, and Southeast SD","","Good","75, and 25, and 0, and 0, and 0, and 50, and 0","You've done it, but it was over a year ago, and You have never done it and probably never will, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You have never done it and probably never will, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You have never done it and probably never will"
1546,"11/23/2015 20:39:49","11/23/2015 20:56:23",1269101,"1306029115",1,1,2,"MT","59901",762,"Missoula, MT","42",37,2,0.39938,"Married",2,0,"Some College/Technical School","1) Less than $35,000","Female","caucasian/white","Montana, and South Dakota","Montana, and South Dakota","Not Likely, and Somewhat Likely, and Very Likely, and Not Likely, and Not Likely, and Somewhat Likely, and Not Likely, and Somewhat Likely","August, 1, FAMILY","","","","","",1,"August","FAMILY","South Dakota was one of several places I decided to visit on this trip","Mississippi","At Least 2 Months In Advance","Talked to Friends and Family, and Used Internet, and Used Online Review Site Such As TripAdvisor or Yelp","Drove via car, van, truck, or SUV",2,"Spouse/Significant Other","Hotel, motel, inn, lodge, b&b, or resort, and RV park/Campground","National/State Parks, and Native American Culture","National/State Parks, and Native American Culture, and 0","Black Hills","Rapid City, and Deadwood, and Mount Rushmore, and Crazy Horse","Excellent","120, and 200, and 100, and 50, and 0, and 400, and 0","Every Chance You Get, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You have NOT done it, but would like to try sometime, and Every Chance You Get, and You've done it, but it was over a year ago"
2405,"11/24/2015 11:24:36","11/24/2015 11:36:17",1269101,"EPOD23LGRGY79HN480",2,2,1,"MT","59701",754,"Butte-Bozeman, MT","62",69,2,0.39938,"Married",5,0,"Some College/Technical School","3) $50,000 but less than $75,000","Female","caucasian/white","Montana, and South Dakota, and Wyoming","Montana","Not Likely, and Not Likely, and Very Likely, and Not Likely, and Not Likely, and Not Likely, and Not Likely, and Not Likely","November, 1, FAMILY","","","","","",1,"November","FAMILY","I was ultimately headed somewhere else but included a visit to South Dakota","Mississippi, and Wyoming","At Least 1 Month In Advance","Used Internet","Drove via car, van, truck, or SUV",2,"Spouse/Significant Other","Hotel, motel, inn, lodge, b&b, or resort","History/Old West, and National/State Parks, and Scenic Byways/Drives","1","Black Hills","Badlands, and Wind Cave","Very Good","200, and 150, and 175, and 100, and 0, and 300, and 0","You've done it, but it was over a year ago, and You have never done it and probably never will, and Occasionally when you have an opportunity, and You've done it, but it was over a year ago, and Occasionally when you have an opportunity, and Often, and Occasionally when you have an opportunity, and You have never done it and probably never will"
923,"11/23/2015 16:07:32","11/23/2015 16:20:25",1269101,"EPOCZFD45KRN3XJ481",2,2,1,"MT","59405",755,"Great Falls, MT","60",70,2,0.39938,"Married",7,0,"College Graduate","5) $100,000 but less than $150,000","Male","caucasian/white","Montana, and Nebraska, and North Dakota, and South Dakota, and Wyoming","Montana","Very Likely, and Not Likely, and Very Likely, and Very Likely, and Very Likely, and Very Likely, and Not Likely, and Very Likely","May, 1, FAMILY","","","","","",1,"May","FAMILY","I was ultimately headed somewhere else but included a visit to South Dakota","California, and Illinois, and Indiana, and Missouri, and Mississippi, and Wyoming","At Least 3 Months In Advance","Used Internet, and Used Online Review Site Such As TripAdvisor or Yelp","Drove via car, van, truck, or SUV",2,"Spouse/Significant Other","Hotel, motel, inn, lodge, b&b, or resort","History/Old West, and Water Recreation","1","Black Hills, and Southeast SD","Rapid City, and Deadwood, and Wall Drug","Very Good","138, and 85, and 0, and 30, and 0, and 75, and 0","Every Chance You Get, and Every Chance You Get, and You've done it, but it was over a year ago, and Every Chance You Get, and Occasionally when you have an opportunity, and You've done it, but it was over a year ago, and Often, and Every Chance You Get"
1848,"11/23/2015 23:16:18","11/23/2015 23:25:40",1269101,"1308327601",1,1,2,"MT","59634",754,"Butte-Bozeman, MT","09",40,4,0.39938,"Divorced/separated",8,2,"Some College/Technical School","6) $150,000 or more","Female","american_indian","Montana, and South Dakota, and Wyoming","Montana, and South Dakota","Not Likely, and Not Likely, and Very Likely, and Not Likely, and Not Likely, and Very Likely, and Very Likely, and Somewhat Likely","June, 1, FAMILY","","","","","",1,"June","FAMILY","South Dakota Was My Only Destination","","Less Than 1 Month In Advance","Used Internet","Drove via car, van, truck, or SUV",2,"Spouse/Significant Other","Hotel, motel, inn, lodge, b&b, or resort","History/Old West, and Arts and Culture, and Wildlife Viewing, and Outdoor Recreation, and Culinary/Brewery/Wine, and Scenic Byways/Drives, and Native American Culture","History/Old West, and Arts and Culture, and Native American Culture, and 0","Black Hills","Rapid City, and Deadwood, and Custer, and Crazy Horse","Excellent","120, and 200, and 100, and 100, and 0, and 100, and 0","Occasionally when you have an opportunity, and You have NOT done it, but would like to try sometime, and Often, and Occasionally when you have an opportunity, and Occasionally when you have an opportunity, and Every Chance You Get, and Often, and Occasionally when you have an opportunity"
5283,"12/4/2015 22:02:16","12/4/2015 22:07:57",1269101,"1306748154",1,1,2,"MT","59102",756,"Billings, MT","27",28,1,0.39938,"Single/never married",9,NA,"Some High School or Less","3) $50,000 but less than $75,000","Male","caucasian/white","Montana, and North Dakota, and South Dakota, and Wyoming","Montana, and Wyoming","Not Likely, and Very Likely, and Very Likely, and Not Likely, and Not Likely, and Somewhat Likely, and Not Likely, and Very Likely","April, 1, FAMILY","","","","","",1,"April","FAMILY","South Dakota Was My Only Destination","","Less Than 1 Month In Advance","Talked to Friends and Family, and Used Internet, and Used Online Review Site Such As TripAdvisor or Yelp","Drove via car, van, truck, or SUV",1,"","Hotel, motel, inn, lodge, b&b, or resort","National/State Parks, and Culinary/Brewery/Wine","National/State Parks, and 0","Black Hills","Deadwood, and Wind Cave, and Mount Rushmore","Good","3, and 3, and 4, and 3, and 3, and 3, and 2","Every Chance You Get, and Every Chance You Get, and Every Chance You Get, and Every Chance You Get, and Often, and Often, and Every Chance You Get, and Every Chance You Get"
3728,"11/25/2015 1:53:20","11/25/2015 1:58:44",1269101,"1304522892",1,1,2,"SD","57231",725,"Sioux Falls (Mitchell), SD","55",32,2,0.30256,"Married",9,0,"Some High School or Less","1) Less than $35,000","Female","caucasian/white","South Dakota","South Dakota","Somewhat Likely, and Somewhat Likely, and Somewhat Likely, and Very Likely, and Somewhat Likely, and Very Likely, and Somewhat Likely, and Somewhat Likely","December, 1, FRIENDS","November, 2, FRIENDS","","","","",1,"December","FRIENDS","South Dakota Was My Only Destination","","Less Than 1 Month In Advance","Talked to Friends and Family, and Used Internet, and Used Online Travel Agency Such As Expedia or Orbitz","Drove via car, van, truck, or SUV",2,"Spouse/Significant Other, and Other, and pet","Hotel, motel, inn, lodge, b&b, or resort, and With Friends or Family","Family fun, and Wildlife Viewing, and Fishing, and Water Recreation, and Rodeos","Family fun, and Fishing, and 0","Southeast SD","","Excellent","120, and 80, and 20, and 60, and 10, and 60, and 50","Occasionally when you have an opportunity, and Every Chance You Get, and Occasionally when you have an opportunity, and Every Chance You Get, and Every Chance You Get, and Every Chance You Get, and Occasionally when you have an opportunity, and Often"
1849,"11/23/2015 23:19:22","11/23/2015 23:27:11",1269101,"1308327939",1,1,2,"SD","57555",725,"Sioux Falls (Mitchell), SD","64",25,3,0.30256,"Married",1,1,"Some College/Technical School","1) Less than $35,000","Female","caucasian/white","Nebraska, and South Dakota","Nebraska, and South Dakota","Not Likely, and Not Likely, and Not Likely, and Somewhat Likely, and Not Likely, and Very Likely, and Not Likely, and Not Likely","February, 1, FAMILY","March, 1, FAMILY","June, 1, FAMILY","July, 1, FAMILY","July, 1, FAMILY","November, 1, FAMILY",1,"February","FAMILY","South Dakota Was My Only Destination","","Less Than 1 Month In Advance","None of These","Drove via car, van, truck, or SUV",3,"Spouse/Significant Other, and Child(ren)/Grandchild(ren):age 0-12","Hotel, motel, inn, lodge, b&b, or resort","Family fun","Family fun, and 0","Black Hills","Rapid City","Very Good","0, and 30, and 50, and 400, and 0, and 70, and 0","Occasionally when you have an opportunity, and You've done it, but it was over a year ago, and You have NOT done it, but would like to try sometime, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You have NOT done it, but would like to try sometime, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago"
4454,"12/1/2015 22:20:19","12/1/2015 22:28:03",1269101,"1218213275",1,1,1,"SD","57350",725,"Sioux Falls (Mitchell), SD","57",36,5,0.30256,"Married",4,3,"Post Graduate Degree","3) $50,000 but less than $75,000","Female","caucasian/white","South Dakota","South Dakota","Somewhat Likely, and Somewhat Likely, and Somewhat Likely, and Somewhat Likely, and Somewhat Likely, and Very Likely, and Not Likely, and Not Likely","June, 1, FAMILY","February, 7, FRIENDS","April, 1, FRIENDS","September, 1, FAMILY","October, 1, FAMILY","",1,"June","FAMILY","South Dakota Was My Only Destination","","Less Than 1 Month In Advance","Used Internet, and Used Online Travel Agency Such As Expedia or Orbitz, and Used Online Review Site Such As TripAdvisor or Yelp","Drove via car, van, truck, or SUV",3,"Child(ren)/Grandchild(ren):age 0-12","Hotel, motel, inn, lodge, b&b, or resort","Family fun, and Other, and Museum","Family fun, and Other, and 0","Glacial Lakes, and Southeast SD","Watertown, and Aberdeen, and Brookings, and Huron, and Laura Ingalls Wilder, and Story Book Land, and Children's Museum of South Dakota, and Other, and Dakota Pairie Museum, and Sioux Falls, and Yankton, and Vermillion, and Great Plains Zoo, and Corn Palace, and Palisades State Park, and Music Museum, and Prehistoric Indian Village, and Lewis and Clark Rec Area, and Falls Park, and Sioux Falls Two, and Other, and 1","Very Good","55, and 40, and 0, and 25, and 0, and 50, and 0","Occasionally when you have an opportunity, and You have never done it and probably never will, and Occasionally when you have an opportunity, and Occasionally when you have an opportunity, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and Occasionally when you have an opportunity, and You have never done it and probably never will"
2558,"11/24/2015 13:34:03","11/24/2015 14:05:47",1269101,"EPOD2749JRPBLFM483",2,2,2,"SD","57501",725,"Sioux Falls (Mitchell), SD","23",33,2,0.30256,"Married",8,0,"Post Graduate Degree","4) $75,000 but less than $100,000","Female","caucasian/white","Minnesota, and South Dakota","South Dakota","Somewhat Likely, and Somewhat Likely, and Somewhat Likely, and Not Likely, and Not Likely, and Very Likely, and Not Likely, and Not Likely","January, 1, FAMILY","March, 1, FAMILY","April, 2, FAMILY","October, 1, FAMILY","November, 2, FAMILY","",1,"January","FAMILY","South Dakota Was My Only Destination","","Less Than 1 Month In Advance","None of These","Drove via car, van, truck, or SUV",1,"","Hotel, motel, inn, lodge, b&b, or resort","National/State Parks, and Events/Entertainment","Events/Entertainment, and 0","Black Hills, and Missouri River, and Glacial Lakes, and Southeast SD","Rapid City, and Hill City, and Deadwood, and Mickelson Trail, and Missouri River, and Als Oasis, and Pierre, and State Capitol, and Lake Oahe, and Aberdeen, and Brookings, and 0","Excellent","300, and 150, and 75, and 175, and 150, and 200, and 0","You've done it, but it was over a year ago, and Often, and Occasionally when you have an opportunity, and Every Chance You Get, and Every Chance You Get, and Often, and Occasionally when you have an opportunity, and Often"
2608,"11/24/2015 14:26:40","11/24/2015 14:36:05",1269101,"1151399025",1,1,1,"SD","57078",725,"Sioux Falls (Mitchell), SD","42",52,1,0.30256,"Divorced/separated",3,NA,"Some High School or Less","1) Less than $35,000","Female","caucasian/white","South Dakota","","Not Likely, and Somewhat Likely, and Not Likely, and Not Likely, and Not Likely, and Very Likely, and Not Likely, and Not Likely","May, 1, FAMILY","August, 1, FRIENDS","October, 1, FRIENDS","","","",1,"May","FAMILY","South Dakota Was My Only Destination","","Less Than 1 Month In Advance","Contacted Individual Attraction or Event to Request Information","Drove via car, van, truck, or SUV",2,"Spouse/Significant Other","Did not stay overnight","Casinos, and Events/Entertainment","Casinos, and 0","Southeast SD","","Very Good","75, and 100, and 120, and 0, and 0, and 35, and 0","Every Chance You Get, and You have never done it and probably never will, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and Every Chance You Get, and Occasionally when you have an opportunity, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago"
1344,"11/23/2015 19:27:19","11/23/2015 19:34:13",1269101,"1304949873",1,1,1,"SD","57106",725,"Sioux Falls (Mitchell), SD","22",48,3,0.30256,"Single/never married",6,1,"College Graduate","3) $50,000 but less than $75,000","Female","caucasian/white","Iowa, and Minnesota, and Nebraska, and South Dakota","Iowa, and Nebraska, and South Dakota","Very Likely, and Very Likely, and Not Likely, and Very Likely, and Not Likely, and Very Likely, and Somewhat Likely, and Not Likely","October, 1, FRIENDS","November, 1, FRIENDS","","","","",1,"October","FRIENDS","South Dakota Was My Only Destination","","Less Than 1 Month In Advance","Used Internet, and Used Social Media Such as Facebook or Pinterest","Drove via car, van, truck, or SUV",3,"Child(ren)/Grandchild(ren):age 13+, and Friends/Acquaintances","With Friends or Family","Family fun, and History/Old West, and National/State Parks, and Outdoor Recreation, and Fishing, and Water Recreation, and Scenic Byways/Drives, and Native American Culture","Family fun, and Water Recreation, and Scenic Byways/Drives, and 0","Missouri River, and Southeast SD","Chamberlain/Oacoma","Excellent","0, and 50, and 25, and 25, and 0, and 50, and 0","Occasionally when you have an opportunity, and You've done it, but it was over a year ago, and Often, and Occasionally when you have an opportunity, and You've done it, but it was over a year ago, and Occasionally when you have an opportunity, and Often, and You've done it, but it was over a year ago"
